task_key,task_id,experiment_id,independent_measure_pair,dependent_measure,category,n,n0,n1,true_value_t0,true_value_t1,true_ate,true_ate_normalized,y_rate,dataset,dataset_label,dataset_short
256017||Control vs. Experiment||completion,10,256017,Control vs. Experiment,completion,Control,412,199,213,0.8492462311557789,0.8779342723004695,0.0286880411446905,0.0286880411446905,0.8640776699029126,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
256027||Control vs. Experiment||completion,11,256027,Control vs. Experiment,completion,Control,335,165,170,0.9212121212121211,0.888235294117647,-0.0329768270944742,-0.0329768270944742,0.9044776119402984,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
259379||Control vs. Experiment||completion,12,259379,Control vs. Experiment,completion,Control,497,239,258,0.5355648535564853,0.4844961240310077,-0.0510687295254775,-0.0510687295254775,0.5090543259557344,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
263015||Control vs. Experiment||completion,13,263015,Control vs. Experiment,completion,Control,704,360,344,0.8805555555555555,0.875,-0.0055555555555555,-0.0055555555555555,0.8778409090909091,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
263052||Control vs. Experiment||completion,14,263052,Control vs. Experiment,completion,Control,523,267,256,0.6254681647940075,0.6171875,-0.0082806647940074,-0.0082806647940074,0.621414913957935,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
263057||Control vs. Experiment||completion,15,263057,Control vs. Experiment,completion,Control,136,69,67,0.9130434782608696,0.8656716417910447,-0.0473718364698247,-0.0473718364698247,0.8897058823529411,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
263109||Control vs. Experiment||completion,16,263109,Control vs. Experiment,completion,Control,428,231,197,0.922077922077922,0.9086294416243654,-0.0134484804535566,-0.0134484804535566,0.9158878504672896,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
263115||Control vs. Experiment||completion,17,263115,Control vs. Experiment,completion,Control,754,370,384,0.8324324324324325,0.8203125,-0.0121199324324324,-0.0121199324324324,0.8262599469496021,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
293151||Control vs. Experiment||completion,18,293151,Control vs. Experiment,completion,Control,1259,649,610,0.8628659476117103,0.8754098360655738,0.0125438884538634,0.0125438884538634,0.868943606036537,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
303899||Control vs. Experiment||completion,19,303899,Control vs. Experiment,completion,Control,1917,956,961,0.9361924686192468,0.9292403746097816,-0.0069520940094653,-0.0069520940094653,0.9327073552425664,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
377658||Control vs. Experiment||completion,20,377658,Control vs. Experiment,completion,Control,429,201,228,0.9701492537313432,0.9473684210526316,-0.0227808326787117,-0.0227808326787117,0.958041958041958,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
377938||Control vs. Experiment||completion,21,377938,Control vs. Experiment,completion,Control,426,215,211,0.9255813953488372,0.919431279620853,-0.0061501157279841,-0.0061501157279841,0.9225352112676056,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
694143||Control vs. Treatment||completion,0,694143,Control vs. Treatment,completion,Control,855,404,451,0.7326732673267327,0.6917960088691796,-0.040877258457553,-0.040877258457553,0.7111111111111111,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
694165||Control vs. Treatment||completion,1,694165,Control vs. Treatment,completion,Control,505,259,246,0.8185328185328186,0.8495934959349594,0.0310606774021408,0.0310606774021408,0.8336633663366336,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
694197||Control vs. Treatment||completion,2,694197,Control vs. Treatment,completion,Control,1831,931,900,0.6079484425349087,0.6366666666666667,0.028718224131758,0.028718224131758,0.6220644456581104,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
694202||Control vs. Treatment||completion,3,694202,Control vs. Treatment,completion,Control,166,74,92,0.9054054054054054,0.8369565217391305,-0.0684488836662748,-0.0684488836662748,0.8674698795180723,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
694203||Control vs. Treatment||completion,4,694203,Control vs. Treatment,completion,Control,508,242,266,0.8099173553719008,0.7631578947368421,-0.0467594606350586,-0.0467594606350586,0.7854330708661418,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
694244||Control vs. Treatment||completion,5,694244,Control vs. Treatment,completion,Control,26,15,11,0.7333333333333333,0.5454545454545454,-0.1878787878787878,-0.1878787878787878,0.6538461538461539,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
714180||Control vs. Treatment||completion,6,714180,Control vs. Treatment,completion,Control,157,76,81,0.618421052631579,0.7037037037037037,0.0852826510721247,0.0852826510721247,0.6624203821656051,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
754873||Control vs. Treatment||completion,7,754873,Control vs. Treatment,completion,Control,472,228,244,0.6798245614035088,0.6352459016393442,-0.0445786597641645,-0.0445786597641645,0.6567796610169492,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
796926||Control vs. Treatment||completion,8,796926,Control vs. Treatment,completion,Control,955,492,463,0.7947154471544715,0.8056155507559395,0.0109001036014679,0.0109001036014679,0.8,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
800112||Control vs. Treatment||completion,9,800112,Control vs. Treatment,completion,Control,557,269,288,0.6468401486988847,0.5902777777777778,-0.0565623709211069,-0.0565623709211069,0.6175942549371634,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
803956||Control vs. Treatment||completion,10,803956,Control vs. Treatment,completion,Control,954,478,476,0.7552301255230126,0.7289915966386554,-0.0262385288843571,-0.0262385288843571,0.7421383647798742,assistments_abtest_study2,ASSISTments OSF Study2 A/B tests,Study2
